ID;IDbodega;IDlinea;IDcolor;IDcodigo;nombre;valorcontado;valorfecha;valorlista;peso;espesor;stock;pendiente;sMax;sMin;costoultimo;costopromedio;IDproveedor;estactivo
389;0;A;MA;0402;Tubo Redondo 15.84;5500;5500;5500;1,419999957;1;1;0;0;0;2035;0;;VERDADERO
390;0;A;MA;0403;Tubo Redondo 19.05x1.3;5500;5500;5500;1,190000057;1;0;0;0;0;2150;0;;VERDADERO
391;0;A;MA;0404;Tubo Redondo 22.22;5500;5500;5500;1,600000024;1;2;0;0;0;2162;0;;VERDADERO
392;0;A;MA;0406;Tubo Redondo 25.4;5500;5500;5500;1,850000024;1;0;0;0;0;2369;0;;VERDADERO
1253;0;A;MA;0408;Tub.Red.31.75 m/m  7.25;5500;5500;5500;2,440000057;1;0;0;0;0;3336;0;;VERDADERO
1534;0;A;MA;0409;Tubo redondo 32mm x 3mm;5500;5500;5500;4,46999979;3;0;0;0;0;2900;0;;VERDADERO
1303;0;A;MA;0410;Tubo redondo 38.1mm;5500;5500;5500;3,390000105;1;1;0;0;0;2000;0;;VERDADERO
1304;0;A;MA;0411;Tubo redondo 50.8mm;5500;5500;5500;3,599999905;1;0;0;0;0;3660;0;;VERDADERO
393;0;A;MA;0420;Tubo Redondo 7.5;5500;5500;5500;0,5;1;0;0;0;0;0;0;;VERDADERO
1193;0;A;MA;0424;Tubo Redondo  24.4;5500;5500;5500;1,25999999;1;0;0;0;0;2450;0;;VERDADERO
394;0;A;MA;1201;Shower Door Riel Inferior;5500;5500;5500;2,140000105;1;5;0;0;0;3500;2322;96556070;VERDADERO
395;0;A;MA;1202;Shower Door Jamba;7500;7500;7500;1,580000043;1;0;0;0;0;3400;2346;96556070;VERDADERO
396;0;A;MA;1203;Shower Door Riel Superior;5500;5500;5500;3,74000001;1;4;0;0;0;3500;2117;96556070;VERDADERO
397;0;A;MA;1204;Shower Door Bastidor;7000;7000;7000;1,320000052;1;0;0;0;0;3304;2595;96587500;VERDADERO
398;0;A;MA;1205;Shower Door Palillo;5500;5500;5500;1,820000052;1;0;0;0;0;3026;0;;VERDADERO
1233;0;A;MA;130;angulo 6 x 12;5500;5500;5500;0,360000014;1;0;0;0;0;0;0;;VERDADERO
1039;0;A;MA;1401;Riel Superior;5500;5500;5500;1,350000024;1;2,5;0;0;0;0;0;;VERDADERO
1040;0;A;MA;1402;Riel Inferior y Jamba;5500;5500;5500;1,350000024;1;0;0;0;0;0;0;;VERDADERO
1041;0;A;MA;1414;Pierna Corte Recto;5500;5500;5500;1,75;1;1;0;0;0;0;0;;VERDADERO
399;0;A;MA;1501;Riel Superior SR-15 Mate;5500;5500;5500;2,430000067;1;5;0;0;0;1725;1816;96556070;VERDADERO
400;0;A;MA;1502;Riel Inferior SR-15 Mate;5500;5500;5500;2,289999962;1;5;0;0;0;1730;1821;96556070;VERDADERO
401;0;A;MA;1503;Jamba SR-15 Mate;5500;5500;5500;2,190000057;1;1;0;0;0;2500;1913;96556070;VERDADERO
402;0;A;MA;1504;Cabezal SR-15 Mate;5500;5500;5500;2,200000048;1;0;0;0;0;2300;1925;96556070;VERDADERO
403;0;A;MA;1505;Zocalo SR-15 Mate;5500;5500;5500;2,529999971;1;0;0;0;0;2300;1916;96556070;VERDADERO
1042;0;A;MA;1506;Pierna Reforzada;5500;5500;5500;2,150000095;1;0;0;0;0;2540;0;;VERDADERO
404;0;A;MA;1507;Pierna sin aleta SR-15 Mate;5500;5500;5500;2,349999905;1;0;0;0;0;2400;2001;96556070;VERDADERO
405;0;A;MA;1508;Traslapo SR-15 Mate;5500;5500;5500;2,119999886;1;3;0;0;0;2613;1843;96556070;VERDADERO
406;0;A;MA;1527;Perfil Mosquitero;5500;5500;5500;2,099999905;1;0;0;0;0;2700;2205;77152770;VERDADERO
407;0;A;MA;2001;Riel Superior;5500;5500;5500;3,319999933;1;8;0;0;0;3000;2127;96556070;VERDADERO
408;0;A;MA;2002;Riel Inferior;5500;5500;5500;2,890000105;1;8;0;0;0;3000;2134;96556070;VERDADERO
409;0;A;MA;2003;Jamba Pierna Abierta;5500;5500;5500;2,519999981;1;6;0;0;0;2150;0;;VERDADERO
410;0;A;MA;2004;Cabezal Superior;5500;5500;5500;2,440000057;1;6;0;0;0;3000;1984;96556070;VERDADERO
411;0;A;MA;2005;Zocalo Inferior;5500;5500;5500;2,869999886;1;15;0;0;0;3000;1953;96556070;VERDADERO
412;0;A;MA;2006;Pierna Abierta;5500;5500;5500;3;1;2;0;0;0;3000;0;;VERDADERO
413;0;A;MA;2007;Traslapo Simple;5500;5500;5500;2,25;1;0;0;0;0;0;0;;VERDADERO
414;0;A;MA;2008;Palillo;5500;5500;5500;2,24000001;1;0;0;0;0;3000;0;;VERDADERO
415;0;A;MA;2009;Jamba Pierna Cerrada;5500;5500;5500;2,710000038;1;12;0;0;0;2900;2117;96556070;VERDADERO
416;0;A;MA;2010;Pierna Cerrada;5500;5500;5500;2,829999924;1;12;0;0;0;3000;2115;96556070;VERDADERO
418;0;A;MA;2013;Riel Camara de Agua;5500;5500;5500;6,75;1;0;0;0;0;0;0;;VERDADERO
419;0;A;MA;2014;Riel Zona Lluviosa;5500;5500;5500;4,050000191;1;0;0;0;0;0;0;;VERDADERO
420;0;A;MA;2015;Zocalo Reforzado;5500;5500;5500;3,710000038;1;1;0;0;0;2200;0;;VERDADERO
1598;0;A;MA;2016;Traslapo Termopanel;5500;5500;5500;2,380000114;1;0;0;0;0;2520;0;;VERDADERO
1702;0;A;MA;2017;Pierna Termopanel;5500;5500;5500;2,599999905;1;0;0;0;0;2306;0;;VERDADERO
1599;0;A;MA;2018;Zocalo y Cabezal Termopanel;5500;5500;5500;2,890000105;1;0;0;0;0;2580;0;;VERDADERO
417;0;A;MA;2019;Traslapo Reforzado;5500;5500;5500;2,619999886;1;10;0;0;0;3000;2122;96556070;VERDADERO
1486;0;A;MA;2103;Contratapa 7.25;5500;5500;5500;1,879999995;1;0;0;0;0;0;0;;VERDADERO
1487;0;A;MA;2106;Tapa;5500;5500;5500;2,00999999;1;0;0;0;0;0;0;;VERDADERO
1060;0;A;MA;2201;Mullion 6.85;5500;5500;5500;12,07999992;1;2;0;0;0;0;0;;VERDADERO
1411;0;A;MA;2202;Travesaño ( 2207);5500;5500;5500;6,699999809;1;0;0;0;0;0;0;;VERDADERO
1062;0;A;MA;2203;Contratapa ( 2208 );5500;5500;5500;2,650000095;1;0;0;0;0;3000;0;;VERDADERO
1063;0;A;MA;2204;Tapa 7.25;5500;5500;5500;2,359999895;1;0;0;0;0;0;0;;VERDADERO
1416;0;A;MA;2205;Soporte;5500;5500;5500;4,929999828;1;0;0;0;0;0;0;;VERDADERO
1064;0;A;MA;2206;Tapa;5500;5500;5500;4,730000019;1;0;0;0;0;3000;0;;VERDADERO
1173;0;A;MA;2207;Travesaño 2202 7.25;5500;5500;5500;8,029999733;1;0;0;0;0;3000;0;;VERDADERO
1067;0;A;MA;2501;Riel Superior;6300;6300;6300;4,409999847;1;3;0;0;0;3300;1984;96556070;VERDADERO
422;0;A;MA;2502;Riel Inferior;6000;6000;6000;4,230000019;1;10;0;0;0;3300;1961;96556070;VERDADERO
423;0;A;MA;2503;Jamba Pierna Abierta;5500;5500;5500;3,470000029;1;0;0;0;0;0;0;;VERDADERO
1221;0;A;MA;2503 4.85;Jamba Pierna Abierta 4.85mt;5500;5500;5500;2,809999943;1;0;0;0;0;2700;0;;VERDADERO
424;0;A;MA;2504;Cabezal Inferior;6700;6700;6700;2,950000048;1;3;0;0;0;3300;2210;96556070;VERDADERO
425;0;A;MA;2505;Zocalo Superior;6000;6000;6000;4,28000021;1;18;0;0;0;3200;1932;96556070;VERDADERO
426;0;A;MA;2506;Pierna Abierta;5500;5500;5500;3,609999895;1;0;0;0;0;3600;0;;VERDADERO
1220;0;A;MA;2506 4.85;Pierna Abierta 4.85mt;5500;5500;5500;2,890000105;1;0;0;0;0;0;0;;VERDADERO
427;0;A;MA;2507;Traslapo Simple;6000;6000;6000;3,390000105;1;0;0;0;0;3300;1988;96556070;VERDADERO
1442;0;A;MA;2507 4.65;Traslapo de 4.65 mts.;5500;5500;5500;2,609999895;1;2;0;0;0;0;0;;VERDADERO
1504;0;A;MA;2507 4.85;Traslapo AL-25 4.85;5500;5500;5500;2,730000019;1;0;0;0;0;2830;0;;VERDADERO
1396;0;A;MA;2507 5.15;Traslapo AL 25 4.90;5500;5500;5500;2,900000095;1;0;0;0;0;0;0;;VERDADERO
501;0;A;MA;2507 6.45;Traslapo Simple 6.45mt;5500;5500;5500;3,619999886;1;0;0;0;0;0;0;;VERDADERO
1291;0;A;MA;2507 7.25;Traslapo Simple 7.25;5500;5500;5500;4,059999943;1;0;0;0;0;0;0;;VERDADERO
428;0;A;MA;2508;Palillo;5500;5500;5500;2,869999886;1;0;0;0;0;2127;0;;VERDADERO
429;0;A;MA;2509;Jamba Pierna Cerrada;6000;6000;6000;3,369999886;1;1;0;0;0;3300;2073;96556070;VERDADERO
1076;0;A;MA;2509 4.65;Jamba Pierna Cerrada 4.65mt;5500;5500;5500;2,589999914;1;0;0;0;0;2022;2022;96556070;VERDADERO
1505;0;A;MA;2509 4.85;Jamba Al-25  4.85;5500;5500;5500;2,700000048;1;2;0;0;0;2700;0;;VERDADERO
1397;0;A;MA;2509 5.15;Jamba Al-25 4.90;5500;5500;5500;2,869999886;1;0;0;0;0;0;0;;VERDADERO
929;0;A;MA;2509 6.45;Jamba Pierna Cerrada 6.45mt;5500;5500;5500;3,589999914;1;0;0;0;0;0;0;;VERDADERO
1141;0;A;MA;2509 7.25;Jamba Pierna Cerrada 7.25mt;5500;5500;5500;4,039999962;1;0;0;0;0;0;0;;VERDADERO
430;0;A;MA;2510;Pierna Cerrada;5500;5500;5500;3,380000114;1;0;0;0;0;3300;2333;96556070;VERDADERO
1445;0;A;MA;2510 4.65;Pierna 4.65 mts.;5500;5500;5500;2,599999905;1;0;0;0;0;0;0;;VERDADERO
1507;0;A;MA;2510 4.85;Pierna AL-25  4.85 mts.;5500;5500;5500;2,710000038;1;2;0;0;0;2800;0;;VERDADERO
1382;0;A;MA;2510 5.15;Pierna Cerrada 4.90;5500;5500;5500;2,880000114;1;0;0;0;0;2414;0;;VERDADERO
1082;0;A;MA;2510 6.45;Pierna Cerrada 6.45mt;5500;5500;5500;3,619999886;1;0;0;0;0;0;0;;VERDADERO
431;0;A;MA;2511;Traslapo Reforzado;5500;5500;5500;4,869999886;1;2;0;0;0;2800;0;;VERDADERO
432;0;A;MA;2512;Pierna Reforzada;5500;5500;5500;5,090000153;1;1;0;0;0;3100;0;;VERDADERO
433;0;A;MA;2513;Riel Camara de Agua;5500;5500;5500;7,5;1;0;0;0;0;0;0;;VERDADERO
434;0;A;MA;2514;Riel Zona Lluviosa;5500;5500;5500;6,130000114;1;0;0;0;0;0;0;;VERDADERO
1364;0;A;MA;2516;Zocalo Termopanel;5500;5500;5500;3,880000114;1;1;0;0;0;3000;0;;VERDADERO
435;0;A;MA;2518;Pierna Termopanel;5500;5500;5500;3,25999999;1;1;0;0;0;3050;0;;VERDADERO
1749;0;A;MA;2518 4.85;Pierna Termopanel 4.85;5500;5500;5500;2,609999895;1;0;0;0;0;2800;0;;VERDADERO
1363;0;A;MA;2519;Traslapo Termopanel;7200;7200;7200;3,150000095;1;1;0;0;0;2930;0;;VERDADERO
1750;0;A;MA;2519 4.85;Traslapo Termopanel 4.85;5500;5500;5500;2,529999971;1;1;0;0;0;2800;0;;VERDADERO
436;0;A;MA;2520;Adaptador Termopanel;5500;5500;5500;3;1;0;0;0;0;2037;0;;VERDADERO
437;0;A;MA;2521;Perfil Cuarta Hoja 25 PC;5500;5500;5500;1,629999995;1;0;0;0;0;3200;2672;77152770;VERDADERO
1161;0;A;MA;2521 7.25;Perfil Cuarta Hoja 25 PC 7.25;5500;5500;5500;2,119999886;1;0;0;0;0;0;0;;VERDADERO
438;0;A;MA;2522;Perfil Cuarta Hoja 25 PA;5500;5500;5500;1,25999999;1;0;0;0;0;0;0;;VERDADERO
439;0;A;MA;2523;Pierna Reforzada;5500;5500;5500;4,320000172;1;0;0;0;0;0;0;;VERDADERO
1709;0;A;MA;2524;Adaptador Monolítico;5500;5500;5500;1,919999957;1,5;0;0;0;0;0;0;;VERDADERO
1760;0;A;MA;2530;Pierna Termopanel Redondeada 4.85mts.;5500;5500;5500;4,960000038;1,299999952;0;0;0;0;0;0;;VERDADERO
1708;0;A;MA;2531;Traslapo Termopanel redondeado 4.85;5500;5500;5500;4,170000076;1,5;0;0;0;0;0;0;;VERDADERO
440;0;A;MA;3201;Doble Contacto Marco;5000;5000;5000;2,390000105;1;0;0;0;0;2530;2046;96556070;VERDADERO
441;0;A;MA;3202;Doble Contacto Marco Hoja;5400;5400;5400;3,25999999;1;0;0;0;0;2700;2352;77152770;VERDADERO
442;0;A;MA;3203;Doble Contacto Junquillo;5000;5000;5000;1,049999952;1;0;0;0;0;2372;2118;96877740;VERDADERO
443;0;A;MA;3204;Doble Contacto Palillo;5500;5500;5500;3,450000048;1;11;0;0;0;2481;2026;96556070;VERDADERO
444;0;A;MA;3205;Marco C/Camara SR-32;5500;5500;5500;3,710000038;1;1;0;0;0;2400;0;;VERDADERO
445;0;A;MA;3501;AM35 Bastidor;5500;5500;5500;5,590000153;1;4;0;0;0;2833;0;;VERDADERO
446;0;A;MA;3502;AM35 Marco;5500;5500;5500;2,849999905;1;2;0;0;0;2637;0;;VERDADERO
447;0;A;MA;3503;AM35 Junquillo Inclinado;5500;5500;5500;0,949999988;1;2;0;0;0;2360;0;;VERDADERO
448;0;A;MA;3504;AM35 Junquillo Cuadrado;5500;5500;5500;1;1;0;0;0;0;0;0;;VERDADERO
449;0;A;MA;3506;AM35 Tapa;5500;5500;5500;1,600000024;1;1;0;0;0;2900;0;;VERDADERO
450;0;A;MA;3507;AM35 Porta Felpa;5500;5500;5500;1,100000024;1;2;0;0;0;2700;2601;96877740;VERDADERO
451;0;A;MA;3508;AM35 Bastidor Chico;5500;5500;5500;3,789999962;1;2;0;0;0;2356;0;;VERDADERO
452;0;A;MA;3509;AM35 Traslapo;5500;5500;5500;2,140000105;1;2;0;0;0;2721;0;;VERDADERO
1549;0;A;MA;3807;Junquillo Termopanel;5500;5500;5500;1,159999967;1;0;0;0;0;0;0;;VERDADERO
1244;0;A;MA;4001;Riel Superior;5500;5500;5500;2,059999943;1;7;0;0;0;2400;2610;78036990;VERDADERO
943;0;A;MA;4002;Riel Inferior AL-4000;5500;5500;5500;1,779999971;1;2;0;0;0;2510;2610;78036990;VERDADERO
944;0;A;MA;4003;Jamba 4003;5500;5500;5500;1,929999948;1;9;0;0;0;2887;2507;78036990;VERDADERO
945;0;A;MA;4004;Cabezal AL-4000;5500;5500;5500;1,879999995;1;5;0;0;0;2850;2610;78036990;VERDADERO
946;0;A;MA;4005;Zocalo AL-4000;5500;5500;5500;2,119999886;1;0;0;0;0;2500;2610;78036990;VERDADERO
1093;0;A;MA;4006;Pierna;5500;5500;5500;1,75;1;0;0;0;0;2870;2459;78036990;VERDADERO
947;0;A;MA;4007;Traslapo AL-4000;5500;5500;5500;2,099999905;1;9;0;0;0;3100;2816;96556070;VERDADERO
942;0;A;MA;4008;Pierna reforzada;5500;5500;5500;2,599999905;1;9;0;0;0;2500;0;;VERDADERO
453;0;A;MA;4202;Doble Contacto 42;5500;5500;5500;5,309999943;1;0;0;0;0;2500;0;;VERDADERO
1235;0;A;MA;4202 7.25;Marco Hoja 7.25;5500;5500;5500;4,820000172;1;0;0;0;0;0;0;;VERDADERO
454;0;A;MA;4203;Doble Contacto Junquillo Inclinado;5500;5500;5500;1,419999957;1;2;0;0;0;2660;2113;96556070;VERDADERO
455;0;A;MA;4204;Doble Contacto Palillo;5500;5500;5500;4,900000095;1;4;0;0;0;2670;2074;96556070;VERDADERO
1236;0;A;MA;4204 7.25;Pilar 7.25;5500;5500;5500;5,889999866;1;0;0;0;0;0;0;;VERDADERO
456;0;A;MA;4205;Doble Contacto;5500;5500;5500;1,139999986;1;0;0;0;0;0;0;;VERDADERO
457;0;A;MA;4206;Doble Contacto Junquillo Termopanel;5500;5500;5500;1,5;1;2;0;0;0;2800;0;;VERDADERO
458;0;A;MA;4209;Doble Contacto Marco 42;5500;5500;5500;3,299999952;1;0;0;0;0;3100;2175;96556070;VERDADERO
1102;0;A;MA;4209 7.25;Marco 7.25;5500;5500;5500;3,00999999;1;0;0;0;0;0;0;;VERDADERO
459;0;A;MA;4210;Doble Contacto Camara de Agua 42;5500;5500;5500;3,630000114;1;1;0;0;0;0;0;;VERDADERO
460;0;A;MA;4212;Doble Contacto Cuña 42;5500;5500;5500;1,799999952;1;1;0;0;0;2960;0;;VERDADERO
461;0;A;MA;4213;Doble Contacto Escuadra;5500;5500;5500;5,760000229;1;7;0;0;0;3300;2279;77152770;VERDADERO
1563;0;A;MA;4220;Escuadra Anudal;5500;5500;5500;4,579999924;1;5;0;0;0;3310;0;;VERDADERO
1501;0;A;MA;4225;Hoja Movil;5500;5500;5500;3,839999914;1;0;0;0;0;3200;0;;VERDADERO
1104;0;A;MA;4231;Camara de Agua;5500;5500;5500;4,78000021;1;1;0;0;0;3200;0;;VERDADERO
462;0;A;MA;4501;Bastidor puerta;5500;5500;5500;7,599999905;1;0;0;0;0;0;0;;VERDADERO
1170;0;A;MA;4501 7.25;Bastidor puerta;5500;5500;5500;9,109999657;1;0;0;0;0;0;0;;VERDADERO
463;0;A;MA;4502;Marco Puerta;5500;5500;5500;4,150000095;1;0;0;0;0;2968;2362;96556070;VERDADERO
941;0;A;MA;4502 7.25;Marco Puerta 7.25mt;5500;5500;5500;3,680000067;1;0;0;0;0;0;0;;VERDADERO
464;0;A;MA;4503;Marco Puerta Chico;5500;5500;5500;2,170000076;1;0;0;0;0;2100;0;;VERDADERO
465;0;A;MA;4504;Junquillo Grande;5500;5500;5500;1,399999976;1;0;0;0;0;2800;2469;96556070;VERDADERO
466;0;A;MA;4505;Porta Felpa;5500;5500;5500;1,100000024;1;8;0;0;0;2800;0;;VERDADERO
467;0;A;MA;4506;Talonera Puerta;5500;5500;5500;1,149999976;1;33;0;0;0;3000;2217;96556070;VERDADERO
468;0;A;MA;4508;TRASLAPO;5500;5500;5500;2,140000105;1;0;0;0;0;0;0;;VERDADERO
1171;0;A;MA;4509;Tope de puerta;5500;5500;5500;0,910000026;1;0;0;0;0;0;0;;VERDADERO
1219;0;A;MA;4511;MARCO PUERTA;5500;5500;5500;3,900000095;1;0;0;0;0;2750;2315;96556070;VERDADERO
1172;0;A;MA;4805;Cabezal;5500;5500;5500;1,860000014;1;0;0;0;0;0;0;;VERDADERO
469;0;A;MA;5001;Riel Superior;3000;3000;3000;3,650000095;1;18;0;0;0;2600;1769;96556070;VERDADERO
470;0;A;MA;5002;Riel Inferior;3000;3000;3000;3,460000038;1;18;0;0;0;2800;1949;96556070;VERDADERO
471;0;A;MA;5003;Jamba;3600;3600;3600;3,799999952;1;36;0;0;0;2400;1945;96556070;VERDADERO
472;0;A;MA;5004;Cabezal;3000;3000;3000;3,650000095;1;15;0;0;0;2400;2065;96556070;VERDADERO
473;0;A;MA;5005;Zocalo;4000;4000;4000;3,160000086;1;21;0;0;0;2400;1949;96556070;VERDADERO
474;0;A;MA;5006;Pierna Cerrada;3600;3600;3600;3;1;22;0;0;0;2845;1895;96556070;VERDADERO
475;0;A;MA;5007;Traslapo;3000;3000;3000;3,670000076;1;34;0;0;0;2300;1940;96556070;VERDADERO
476;0;A;MA;5008;Cuarta Hoja;5500;5500;5500;1,519999981;1;0;0;0;0;3536;2475;77152770;VERDADERO
477;0;A;MA;5310;Paño Fijo Grande;5500;5500;5500;1,570000052;1;0;0;0;0;2300;2178;77152770;VERDADERO
478;0;A;MA;5311;Paño Fijo Chico;5500;5500;5500;1,5;1;0;0;0;0;3100;2286;78036990;VERDADERO
479;0;A;MA;5320;Junquillo Chico;5500;5500;5500;0,75;1;85;0;0;0;2400;1853;96556070;VERDADERO
480;0;A;MA;5322;Riel de plumilla;5500;5500;5500;1,600000024;1;-1;0;0;0;3100;2347;96556070;VERDADERO
1735;0;A;MA;5326;Travesaño;5500;5500;5500;2,579999924;1;0;0;0;0;2380;0;;VERDADERO
481;0;A;MA;5330;Marco Espejo Con Kipeer;5500;5500;5500;1,5;1;0;0;0;0;0;0;;VERDADERO
1256;0;A;MA;5332;Marco Espejo;5500;5500;5500;1,00999999;1;12;0;0;0;2633;2320;96556070;VERDADERO
1270;0;A;MA;53322;Marco Espejo Grande;5500;5500;5500;1,5;1;4;0;0;0;2705;0;;VERDADERO
483;0;A;MA;5341;Riel de Cortina;5500;5500;5500;1,519999981;1;0;0;0;0;2600;2354;96556070;VERDADERO
484;0;A;MA;5342;Riel de Cortina 15x15;5500;5500;5500;1,169999957;1;0;0;0;0;2250;2250;77152770;VERDADERO
936;0;A;MA;5344;Riel Cortina;5500;5500;5500;1,519999981;1;10;0;0;0;4970;0;;VERDADERO
485;0;A;MA;5345;Riel de Cortina Chico;5500;5500;5500;0,910000026;1;0;0;0;0;2457;2457;77152770;VERDADERO
1543;0;A;MA;5351;Riel Carrocería NT.;5500;5500;5500;1,950000048;1,5;0;0;0;0;3015;0;;VERDADERO
913;0;A;MA;5353;Riel Carroceria;5500;5500;5500;1,980000019;1;0;0;0;0;0;0;;VERDADERO
1436;0;A;MA;5355;Moldura;5500;5500;5500;1,190000057;1;0;0;0;0;2912,428467;2912,428467;96587500;VERDADERO
486;0;A;MA;5356;Botagua dis. Mate;5500;5500;5500;1,190000057;1;0;0;0;0;0;0;;VERDADERO
487;0;A;MA;5360;Union a Tope;5500;5500;5500;0,980000019;1;3;0;0;0;2450;0;;VERDADERO
488;0;A;MA;5361;Terminacion;6800;6800;6800;0,75999999;1;0;0;0;0;3030;2431;96556070;VERDADERO
489;0;A;MA;5362;Cubre Juntas;5500;5500;5500;1,539999962;1;0;0;0;0;2850;2165;96556070;VERDADERO
490;0;A;MA;5364;Doble Riel;5500;5500;5500;1,169999957;1;3;0;0;0;26111;2050;96556070;VERDADERO
930;0;A;MA;5365;Riel Plumilla Astrias;5500;5500;5500;1,600000024;1;-1;0;0;0;2122;0;;VERDADERO
1309;0;A;MA;5366;Guardapolvo;5500;5500;5500;2,200000048;1;0;0;0;0;3230;0;;VERDADERO
491;0;A;MA;5367;Nariz de Grada;7000;7000;7000;2,279999971;1;9;0;0;0;3300;2671;96587500;VERDADERO
492;0;A;MA;5368;Pasamano;5500;5500;5500;3,059999943;1;0;0;0;0;0;0;;VERDADERO
493;0;A;MA;5369;Base Pasamano;5500;5500;5500;2,599999905;1;0;0;0;0;0;0;;VERDADERO
494;0;A;MA;5370;Quiebravista Grande;5500;5500;5500;2,5;1;0;0;0;0;2400;0;;VERDADERO
495;0;A;MA;5371;Quiebravista Chico;5500;5500;5500;1,820000052;1;26;0;0;0;2900;0;;VERDADERO
496;0;A;MA;5372;Placa de Recubrimiento;5500;5500;5500;3,099999905;1;1;0;0;0;2624;2000;78036990;VERDADERO
904;0;A;MA;5380;Cto.Rodon 45º;5500;5500;5500;4,840000153;1;0;0;0;0;2238;0;;VERDADERO
1323;0;A;MA;5383;Baranda;5500;5500;5500;14,69999981;2,5;0;0;0;0;3500;0;;VERDADERO
1573;0;A;MA;5397;Pasamano;5500;5500;5500;7,010000229;1;0;0;0;0;3050;0;;VERDADERO
497;0;A;MA;5820;Guarda Polvo;5500;5500;5500;2,180000067;1;0;0;0;0;0;0;;VERDADERO
918;0;A;MA;8002;Riel Inferior 8002;5500;5500;5500;4,570000172;1;0;0;0;0;0;0;;VERDADERO
2005;0;A;MA;DESTA;DESTAJES ALUMINIO;0;0;0;1;1;0;0;0;0;0;0;;VERDADERO
1936;0;A;RO;0102;Angulo 15 x 15 Roble;6000;6000;6000;0,800000012;1;1;0;0;0;2950;0;;VERDADERO
1921;0;A;RO;0105;Angulo 20 x 20 Roble;5800;5800;5800;0,850000024;1;0;0;0;0;3370;0;;VERDADERO
1922;0;A;RO;0106;Angulo 25 x 25 Roble;6000;6000;6000;1,029999971;1;4;0;0;0;3604;0;;VERDADERO
1980;0;A;RO;0109;Angulo 40x40 roble;5500;5500;5500;2,299999952;1,100000024;0;0;0;0;2906;0;;VERDADERO
1887;0;A;RO;0132;Angulo 20 x 10 Roble;6000;6000;6000;0,699999988;1;0;0;0;0;3300;0;;VERDADERO
1925;0;A;RO;0135;Angulo 32 x 12 Roble;5500;5500;5500;0,899999976;1,299999952;1;0;0;0;3780;0;;VERDADERO
1876;0;A;RO;0164;Canal 36x20 Robe;5500;5500;5500;1,789999962;1;0;0;0;0;2600;0;;VERDADERO
1920;1;A;RO;0165;Canal 50 x 13 Roble;5500;5500;5500;1,789999962;1;0;0;0;0;2600;0;;VERDADERO
1987;0;A;RO;0203;Tubular 30x30 Roble;5500;5500;5500;2,799999952;1;0;0;0;0;0;0;;VERDADERO
1868;0;A;RO;0204;Cuadrado 40 x 40 Roble;5500;5500;5500;4,769999981;1;12;0;0;0;3844;0;;VERDADERO
1995;0;A;RO;0251;Rectangular 50 x 25 roble;5800;5800;5800;3,650000095;1;2;0;0;0;0;0;;VERDADERO
1909;0;A;RO;0252;Rectangular 30 x 60 Roble;5500;5500;5500;4,420000076;1,299999952;7;0;0;0;3680;0;;VERDADERO
1886;0;A;RO;0254;Rectangular 75 x 25 Roble;7800;7800;7800;4,760000229;1;2;0;0;0;3874;0;;VERDADERO
1855;0;A;RO;0256;Rectangular 40x80 Roble;7300;7300;7300;5,739999771;1;6;0;0;0;4014;0;;VERDADERO
1911;0;A;RO;0281;Esquinero 66x66 Roble;5500;5500;5500;6;1,200000048;0;0;0;0;3500;0;;VERDADERO
2003;0;A;RO;0282;Cuarto Rodon 75x75;6000;6000;6000;9,380000114;1;2;0;0;0;25615;0;;VERDADERO
1918;0;A;RO;0283;Rodón 40x40 Roble;5500;5500;5500;3,529999971;1;0;0;0;0;2800;0;;VERDADERO
1934;0;A;RO;1527;Perfil Mosquitero;5500;5500;5500;1,779999971;1,200000048;18;0;0;0;3600;0;;VERDADERO
1879;0;A;RO;2001;Riel Superior Roble;5600;5600;5600;4,420000076;1;6;0;0;0;3100;0;;VERDADERO
1880;0;A;RO;2002;Riel Inferior Roble;5600;5600;5600;3,880000114;1;6;0;0;0;3200;0;;VERDADERO
1881;0;A;RO;2004;Cabezal Roble;5600;5600;5600;2,950000048;1;3;0;0;0;3150;0;;VERDADERO
1882;0;A;RO;2005;Zocalo Roble;5600;5600;5600;3,420000076;1;4;0;0;0;3100;0;;VERDADERO
1883;0;A;RO;2009;Jamba Roble;5600;5600;5600;3,549999952;1;10;0;0;0;3100;0;;VERDADERO
1884;0;A;RO;2010;Pierna Roble;5600;5600;5600;3,710000038;1;0;0;0;0;3000;0;;VERDADERO
1885;0;A;RO;2019;Traslapo Roble;5600;5600;5600;3,690000057;1;0;0;0;0;2800;0;;VERDADERO
1837;0;A;RO;2501;Riel Superior Roble;5000;5000;5000;5,650000095;1,200000048;15;0;0;0;3523;0;;VERDADERO
1838;0;A;RO;2502;Riel Inferior Roble;5100;5100;5100;5,369999886;1,200000048;15;0;0;0;3700;0;;VERDADERO
1924;0;A;RO;2503;Jamba Abierta 2503 Roble;5800;5800;5800;3,470000029;1;2;0;0;0;3200;0;;VERDADERO
1854;0;A;RO;2503 4.85;Jamba 4.85mts. Robles;5800;5800;5800;2,809999943;1,200000048;1;0;0;0;4175;0;;VERDADERO
1839;0;A;RO;2504;Cabezal Roble;5800;5800;5800;3,880000114;1,200000048;15;0;0;0;3650;0;;VERDADERO
1840;0;A;RO;2505;Zocalo Roble;5800;5800;5800;5,429999828;1,200000048;15;0;0;0;3160;0;;VERDADERO
