referencia,nombre,categoria,precio,stock,costo
004GT2040B,CARRO SIM.REG.BOLA GT-20/40 (PVC),CARROS,5681,6,0
004GT2040WB,CARRO SIM.REG.BOLA GT-20/40W (PVC),CARROS,5681,6,0
004GT2040WA,CARRO SIM.RE.AG.GT-20/40W-A (PVC),CARROS,7379,6,0
004GTT15HK,CARRO DOBLE RE.AG.GTT-15001-HK-A,CARROS,15162,6,0
004P2000EK,CARRO P 2000 EKS-A (PVC),CARROS,5565,6,0
004P2001FMA,CARRO P 2001F M-A (PVC),CARROS,5469,6,0
004P2001S3,CARRO P 2001E-S03-A (PVC),CARROS,5811,6,0
004P200201,CARRO P 2002-01-A (PVC),CARROS,4286,6,0
004P2002MA,CARRO P 2002 MA (PVC),CARROS,4614,6,0
004P2002S2,CARRO P-2002-S02-A (PVC),CARROS,5036,6,0
004P2003FS02A,CARRO P 2003F-S02-A (PVC),CARROS,6318,6,0
004P2003FS9A,CARRO P 2003F-S09-A (PVC),CARROS,6072,6,0
004P2003FS11,CARRO P 2003F-S11-A (PVC),CARROS,5967,6,0
004P2003FS17A,CARRO P 2003F-S17-A (PVC),CARROS,6489,6,0
004P2003FS19A,CARRO P 2003F-S19-A (PVC),CARROS,6711,6,0
004P203S21,CARRO P 2003-S21-A (PVC),CARROS,6851,6,0
004P201101,CARRO P-2011 CH-01 (PVC),CARROS,836,6,0
004P20221A,CARRO P-20/22-01-A (PVC),CARROS,4206,6,0
004P2022SA,CARRO P-20/22-S02-A (PVC),CARROS,4573,6,0
004P2001S7,CARRO TP 2001E-S07-A (PVC),CARROS,13952,6,0
004T16003A,CARRO T-16003-A (PVC),CARROS,3934,6,0
004T15023A,CARRO T-15023-A (PVC),CARROS,4565,6,0
004T15024A,CARRO T15024--A (PVC),CARROS,4734,6,0
004T15025A,CARRO T15025--A (PVC),CARROS,4714,6,0
004TP20023,CARRO TP 2002-S03-A (PVC),CARROS,6726,6,0
004TP20032,CARRO TP 2003-S02-A (PVC),CARROS,16767,6,0
004TP20039,CARRO TP 2003-S09-A (PVC),CARROS,14985,6,0
004TP2003S11,CARRO TP 2003-S11-A (PVC),CARROS,16789,6,0
004P200317,CARRO TP 2003-S17-A (PVC),CARROS,17233,6,0
004TP20S19,CARRO TP 2003-S19-A (PVC),CARROS,17015,6,0
004TP20S21,CARRO TP 2003-S21-A (PVC),CARROS,17074,6,0
004TP20S1A,CARRO TP 2001E-S01-A,CARROS,17077,6,0
004TT15023A,CARRO TT15023--A (PVC),CARROS,5973,6,0
004TT15024A,CARRO TT-15024-A (PVC),CARROS,6686,6,0
004TT15025A,CARRO TT-15025-A (PVC),CARROS,5973,6,0
004TT3024S1A,CARRO TT3 15024-A (PVC),CARROS,7753,6,0
004PLGTT15,PLANTILLA MONTAJE GTT-15001-HK-A,CARROS,17167,6,0
004PLNGT10,PLANTILLA MONTAJE GT-1004/4,CARROS,16311,6,0
004PLTT15023,PLANTILLA MONTAJE TT-15023 (varios carros),CARROS,19371,6,0
004SUPL105,Suplementos 10.5 mm PABOSE,CARROS,111,6,0
004SUPL130,Suplementos 13.0 mm PABOSE,CARROS,111,6,0
004SUPL140,Suplementos 14.0 mm PABOSE,CARROS,111,6,0
004SUPL180,Suplementos 18.0 mm PABOSE,CARROS,111,6,0
004SUPL190,Suplementos 19.0 mm PABOSE,CARROS,131,6,0
004SUPL200,Suplementos 20.0 mm PABOSE,CARROS,131,6,0
004SUPL221,Suplementos 22.1 mm PABOSE,CARROS,131,6,0
004SUPL232,Suplementos 23.2 mm PABOSE,CARROS,111,6,0
004SUPL240,Suplementos 24.0 mm PABOSE,CARROS,111,6,0
004SUPL260,Suplementos 26.0 mm PABOSE,CARROS,111,6,0
004SUPL263,Suplementos 26.3 mm PABOSE,CARROS,131,6,0
004SUPL278,Suplementos 27.8 mm PABOSE,CARROS,334,6,0
004SUPL288,Suplementos 28.8 mm PABOSE,CARROS,111,6,0
004SUPL332,Suplementos 33.2 mm PABOSE,CARROS,111,6,0
006EB10CIB,BISAGRA 100mm P.INCLINADO C/ CLAVIJA SEG BLANCO SW,BISAGRAS,7506,6,0
006EB10CIM,BISAGRA 100mm P.INCLINADO C/ CLAVIJA SEG MARRON SW,BISAGRAS,7506,6,0
006EB10CRB,BISAGRA 100mm P.RECTO C/ CLAVIJA SEG BLANCO SW,BISAGRAS,7506,6,0
006EB10CRM,BISAGRA 100mm P.RECTO C/CLAVIJA SEG MARRON SW,BISAGRAS,7506,6,0
006EB10CMN,BISAGRA 100mm P.RECTO C/ CLAVIJA SEG NEGRA SW,BISAGRAS,9066,6,0
006EB75CIB,BISAGRA 75mm P.INCLINADO C/ CLAVIJA SEG BLANCO SW,BISAGRAS,6277,6,0
006EB75CIM,BISAGRA 75mm P.INCLINADO C/ CLAVIJA SEG MARRON SW,BISAGRAS,6277,6,0
006EB75CRB,BISAGRA 75mm P.RECTO C/ CLAVIJA SEG BLANCO SW,BISAGRAS,6277,6,0
006EB75CRM,BISAGRA 75mm P.RECTO C/CLAVIJA SEG MARRON SW,BISAGRAS,6277,6,0
006EBI10IB,BISAGRA 100mm P.INCLINADO BLANCO SW,BISAGRAS,4088,6,0
006EBI10IM,BISAGRA 100mm P.INCLINADO MARRON SW,BISAGRAS,4088,6,0
006EBI10RB,BISAGRA 100mm P.RECTO BLANCO SW,BISAGRAS,4088,6,0
006EBI10RM,BISAGRA 100mm P.RECTO MARRON SW,BISAGRAS,4088,6,0
006EBI75IB,BISAGRA 75mm P.INCLINADO BLANCO SW,BISAGRAS,3060,6,0
006EBI75IM,BISAGRA 75mm P.INCLINADO MARRON SW,BISAGRAS,3060,6,0
006EBI75RB,BISAGRA 75mm P.RECTO BLANCO SW,BISAGRAS,3060,6,0
006EB175RM,BISAGRA 75mm P.RECTO MARRON SW,BISAGRAS,3060,6,0
MD9018019,BISAGRA 3D 105/17.5 MM MARRON 120 KGS.,BISAGRAS,10475,6,0
MD9019016,BISAGRA 3D 105/17.5 MM BLANCA 120 KGS.,BISAGRAS,10475,6,0
MD9019005,BISAGRA 3D 105/17.5 MM NEGRA 120 KGS.,BISAGRAS,11732,6,0
MD9048019,BISAGRA 3D 85/17.5 MM MARRON 80 KGS.,BISAGRAS,9229,6,0
MD9049016,BISAGRA 3D 85/17.5 MM BLANCA 80 KGS.,BISAGRAS,9229,6,0
009APR2000,Automatismo P/Ventanas en altura SINTESI 2000,AUTOMATISMOS,143822,6,0
009TECLERA,TECLERA INALAMBRICA,AUTOMATISMOS,13248,6,0
009RECEPTO,RECEPTOR MOTOR,AUTOMATISMOS,22825,6,0
